12/22/2022 11:33:01 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:33:01 AM Name                                                                   Weight Shape                   Total Parameters               Trainable                     
12/22/2022 11:34:58 AM Epoch 0 - iter 39/51 - 10% Avg loss 3.77911
12/22/2022 11:35:11 AM Epoch 0 - iter 44/51 - 10% Avg loss 3.68694
12/22/2022 11:35:23 AM Epoch 0 - iter 49/51 - 10% Avg loss 3.61917
12/22/2022 11:35:24 AM Epoch #0: Epoch Average Loss 4.49167 - Epoch Training Time: 2.1 min(s)
12/22/2022 11:35:25 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:36:36 AM Eval Devset: Epoch #0: Average Loss 3.46767 - BLEU-1: 0.57737 - BLEU-2: 0.36060 - BLEU-3: 0.20794 - BLEU-4: 0.12820 - ROUGE_L: 0.47296 - METEOR: 0.32560 - CIDEr: 0.15050 - SPICE: 0.00000 - Epoch Testing Time: 1.2 min(s)
12/22/2022 11:36:36 AM Saving new best-model with accuracy: 0.1282
12/22/2022 11:36:37 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:36:42 AM Epoch 1 - iter 4/51 - 10% Avg loss 3.38840
12/22/2022 11:36:47 AM Epoch 1 - iter 9/51 - 10% Avg loss 3.35604
12/22/2022 11:36:53 AM Epoch 1 - iter 14/51 - 10% Avg loss 3.34351
12/22/2022 11:36:58 AM Epoch 1 - iter 19/51 - 10% Avg loss 3.28003
12/22/2022 11:37:04 AM Epoch 1 - iter 24/51 - 10% Avg loss 3.24356
12/22/2022 11:37:09 AM Epoch 1 - iter 29/51 - 10% Avg loss 3.22250
12/22/2022 11:37:15 AM Epoch 1 - iter 34/51 - 10% Avg loss 3.23485
12/22/2022 11:37:20 AM Epoch 1 - iter 39/51 - 10% Avg loss 3.17900
12/22/2022 11:37:26 AM Epoch 1 - iter 44/51 - 10% Avg loss 3.14211
12/22/2022 11:37:32 AM Epoch 1 - iter 49/51 - 10% Avg loss 3.13025
12/22/2022 11:37:33 AM Epoch #1: Epoch Average Loss 3.24362 - Epoch Training Time: 0.94 min(s)
12/22/2022 11:37:34 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:38:37 AM Eval Devset: Epoch #1: Average Loss 3.12203 - BLEU-1: 0.58520 - BLEU-2: 0.36409 - BLEU-3: 0.20885 - BLEU-4: 0.12651 - ROUGE_L: 0.48073 - METEOR: 0.32861 - CIDEr: 0.18401 - SPICE: 0.00000 - Epoch Testing Time: 1.1 min(s)
12/22/2022 11:38:37 AM 
12/22/2022 11:38:37 AM Bad Epoch. Total num bad epoch: 1
12/22/2022 11:38:37 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:38:44 AM Epoch 2 - iter 4/51 - 10% Avg loss 2.94655
12/22/2022 11:38:51 AM Epoch 2 - iter 9/51 - 10% Avg loss 2.92197
12/22/2022 11:38:58 AM Epoch 2 - iter 14/51 - 10% Avg loss 2.93684
12/22/2022 11:39:05 AM Epoch 2 - iter 19/51 - 10% Avg loss 2.92558
12/22/2022 11:39:13 AM Epoch 2 - iter 24/51 - 10% Avg loss 2.86543
12/22/2022 11:39:20 AM Epoch 2 - iter 29/51 - 10% Avg loss 2.90782
12/22/2022 11:39:27 AM Epoch 2 - iter 34/51 - 10% Avg loss 2.85134
12/22/2022 11:39:35 AM Epoch 2 - iter 39/51 - 10% Avg loss 2.80720
12/22/2022 11:39:42 AM Epoch 2 - iter 44/51 - 10% Avg loss 2.86716
12/22/2022 11:39:50 AM Epoch 2 - iter 49/51 - 10% Avg loss 2.85315
12/22/2022 11:39:50 AM Epoch #2: Epoch Average Loss 2.88828 - Epoch Training Time: 1.2 min(s)
12/22/2022 11:39:51 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:40:53 AM Eval Devset: Epoch #2: Average Loss 2.95585 - BLEU-1: 0.54875 - BLEU-2: 0.35124 - BLEU-3: 0.22092 - BLEU-4: 0.14828 - ROUGE_L: 0.47394 - METEOR: 0.33232 - CIDEr: 0.23585 - SPICE: 0.00000 - Epoch Testing Time: 1.0 min(s)
12/22/2022 11:40:53 AM Saving new best-model with accuracy: 0.1483
12/22/2022 11:40:53 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:40:59 AM Epoch 3 - iter 4/51 - 10% Avg loss 2.63945
12/22/2022 11:41:04 AM Epoch 3 - iter 9/51 - 10% Avg loss 2.67272
12/22/2022 11:41:10 AM Epoch 3 - iter 14/51 - 10% Avg loss 2.66175
12/22/2022 11:41:16 AM Epoch 3 - iter 19/51 - 10% Avg loss 2.65818
12/22/2022 11:41:21 AM Epoch 3 - iter 24/51 - 10% Avg loss 2.66199
12/22/2022 11:41:27 AM Epoch 3 - iter 29/51 - 10% Avg loss 2.60936
12/22/2022 11:41:32 AM Epoch 3 - iter 34/51 - 10% Avg loss 2.64812
12/22/2022 11:41:38 AM Epoch 3 - iter 39/51 - 10% Avg loss 2.64149
12/22/2022 11:41:43 AM Epoch 3 - iter 44/51 - 10% Avg loss 2.58840
12/22/2022 11:41:49 AM Epoch 3 - iter 49/51 - 10% Avg loss 2.62022
12/22/2022 11:41:50 AM Epoch #3: Epoch Average Loss 2.63760 - Epoch Training Time: 0.94 min(s)
12/22/2022 11:41:50 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:42:47 AM Eval Devset: Epoch #3: Average Loss 2.86010 - BLEU-1: 0.61326 - BLEU-2: 0.40411 - BLEU-3: 0.25876 - BLEU-4: 0.17287 - ROUGE_L: 0.49664 - METEOR: 0.33749 - CIDEr: 0.27019 - SPICE: 0.00000 - Epoch Testing Time: 0.96 min(s)
12/22/2022 11:42:47 AM Saving new best-model with accuracy: 0.1729
12/22/2022 11:42:48 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:42:53 AM Epoch 4 - iter 4/51 - 10% Avg loss 2.42080
12/22/2022 11:42:57 AM Epoch 4 - iter 9/51 - 10% Avg loss 2.41787
12/22/2022 11:43:02 AM Epoch 4 - iter 14/51 - 10% Avg loss 2.44741
12/22/2022 11:43:07 AM Epoch 4 - iter 19/51 - 10% Avg loss 2.42563
12/22/2022 11:43:12 AM Epoch 4 - iter 24/51 - 10% Avg loss 2.41245
12/22/2022 11:43:17 AM Epoch 4 - iter 29/51 - 10% Avg loss 2.44480
12/22/2022 11:43:22 AM Epoch 4 - iter 34/51 - 10% Avg loss 2.44885
12/22/2022 11:43:27 AM Epoch 4 - iter 39/51 - 10% Avg loss 2.45970
12/22/2022 11:43:32 AM Epoch 4 - iter 44/51 - 10% Avg loss 2.48313
12/22/2022 11:43:36 AM Epoch 4 - iter 49/51 - 10% Avg loss 2.40662
12/22/2022 11:43:37 AM Epoch #4: Epoch Average Loss 2.43350 - Epoch Training Time: 0.82 min(s)
12/22/2022 11:43:37 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:44:37 AM Eval Devset: Epoch #4: Average Loss 2.79770 - BLEU-1: 0.60352 - BLEU-2: 0.40121 - BLEU-3: 0.26044 - BLEU-4: 0.17357 - ROUGE_L: 0.49917 - METEOR: 0.34205 - CIDEr: 0.29840 - SPICE: 0.00000 - Epoch Testing Time: 0.99 min(s)
12/22/2022 11:44:37 AM Saving new best-model with accuracy: 0.1736
12/22/2022 11:44:37 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:44:42 AM Epoch 5 - iter 4/51 - 10% Avg loss 2.19220
12/22/2022 11:44:47 AM Epoch 5 - iter 9/51 - 10% Avg loss 2.22066
12/22/2022 11:44:52 AM Epoch 5 - iter 14/51 - 10% Avg loss 2.27239
12/22/2022 11:44:57 AM Epoch 5 - iter 19/51 - 10% Avg loss 2.23853
12/22/2022 11:45:02 AM Epoch 5 - iter 24/51 - 10% Avg loss 2.26040
12/22/2022 11:45:07 AM Epoch 5 - iter 29/51 - 10% Avg loss 2.24991
12/22/2022 11:45:12 AM Epoch 5 - iter 34/51 - 10% Avg loss 2.27863
12/22/2022 11:45:17 AM Epoch 5 - iter 39/51 - 10% Avg loss 2.23518
12/22/2022 11:45:22 AM Epoch 5 - iter 44/51 - 10% Avg loss 2.28088
12/22/2022 11:45:28 AM Epoch 5 - iter 49/51 - 10% Avg loss 2.26895
12/22/2022 11:45:29 AM Epoch #5: Epoch Average Loss 2.25076 - Epoch Training Time: 0.86 min(s)
12/22/2022 11:45:29 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:46:31 AM Eval Devset: Epoch #5: Average Loss 2.75634 - BLEU-1: 0.61852 - BLEU-2: 0.40991 - BLEU-3: 0.26953 - BLEU-4: 0.18061 - ROUGE_L: 0.50600 - METEOR: 0.34348 - CIDEr: 0.30498 - SPICE: 0.00000 - Epoch Testing Time: 1.0 min(s)
12/22/2022 11:46:31 AM Saving new best-model with accuracy: 0.1806
12/22/2022 11:46:31 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:46:37 AM Epoch 6 - iter 4/51 - 10% Avg loss 2.02438
12/22/2022 11:46:43 AM Epoch 6 - iter 9/51 - 10% Avg loss 2.03874
12/22/2022 11:46:48 AM Epoch 6 - iter 14/51 - 10% Avg loss 2.05544
12/22/2022 11:46:54 AM Epoch 6 - iter 19/51 - 10% Avg loss 2.04919
12/22/2022 11:46:59 AM Epoch 6 - iter 24/51 - 10% Avg loss 2.06403
12/22/2022 11:47:05 AM Epoch 6 - iter 29/51 - 10% Avg loss 2.13146
12/22/2022 11:47:10 AM Epoch 6 - iter 34/51 - 10% Avg loss 2.10209
12/22/2022 11:47:16 AM Epoch 6 - iter 39/51 - 10% Avg loss 2.10761
12/22/2022 11:47:21 AM Epoch 6 - iter 44/51 - 10% Avg loss 2.11103
12/22/2022 11:47:27 AM Epoch 6 - iter 49/51 - 10% Avg loss 2.14331
12/22/2022 11:47:27 AM Epoch #6: Epoch Average Loss 2.08193 - Epoch Training Time: 0.93 min(s)
12/22/2022 11:47:28 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:48:27 AM Eval Devset: Epoch #6: Average Loss 2.73877 - BLEU-1: 0.63069 - BLEU-2: 0.42547 - BLEU-3: 0.28152 - BLEU-4: 0.19109 - ROUGE_L: 0.51048 - METEOR: 0.34682 - CIDEr: 0.33442 - SPICE: 0.00000 - Epoch Testing Time: 0.99 min(s)
12/22/2022 11:48:27 AM Saving new best-model with accuracy: 0.1911
12/22/2022 11:48:27 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:48:32 AM Epoch 7 - iter 4/51 - 10% Avg loss 1.90012
12/22/2022 11:48:37 AM Epoch 7 - iter 9/51 - 10% Avg loss 1.90131
12/22/2022 11:48:42 AM Epoch 7 - iter 14/51 - 10% Avg loss 1.88117
12/22/2022 11:48:47 AM Epoch 7 - iter 19/51 - 10% Avg loss 1.87415
12/22/2022 11:48:52 AM Epoch 7 - iter 24/51 - 10% Avg loss 1.94364
12/22/2022 11:48:57 AM Epoch 7 - iter 29/51 - 10% Avg loss 1.91975
12/22/2022 11:49:02 AM Epoch 7 - iter 34/51 - 10% Avg loss 1.94817
12/22/2022 11:49:07 AM Epoch 7 - iter 39/51 - 10% Avg loss 1.93585
12/22/2022 11:49:13 AM Epoch 7 - iter 44/51 - 10% Avg loss 1.94404
12/22/2022 11:49:19 AM Epoch 7 - iter 49/51 - 10% Avg loss 1.97638
12/22/2022 11:49:20 AM Epoch #7: Epoch Average Loss 1.92323 - Epoch Training Time: 0.88 min(s)
12/22/2022 11:49:20 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:50:20 AM Eval Devset: Epoch #7: Average Loss 2.73491 - BLEU-1: 0.62715 - BLEU-2: 0.42843 - BLEU-3: 0.29284 - BLEU-4: 0.20412 - ROUGE_L: 0.51513 - METEOR: 0.34961 - CIDEr: 0.35876 - SPICE: 0.00000 - Epoch Testing Time: 1.0 min(s)
12/22/2022 11:50:20 AM Saving new best-model with accuracy: 0.2041
12/22/2022 11:50:20 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:50:26 AM Epoch 8 - iter 4/51 - 10% Avg loss 1.70759
12/22/2022 11:50:31 AM Epoch 8 - iter 9/51 - 10% Avg loss 1.75227
12/22/2022 11:50:36 AM Epoch 8 - iter 14/51 - 10% Avg loss 1.74486
12/22/2022 11:50:42 AM Epoch 8 - iter 19/51 - 10% Avg loss 1.75350
12/22/2022 11:50:47 AM Epoch 8 - iter 24/51 - 10% Avg loss 1.77764
12/22/2022 11:50:53 AM Epoch 8 - iter 29/51 - 10% Avg loss 1.77543
12/22/2022 11:50:58 AM Epoch 8 - iter 34/51 - 10% Avg loss 1.78987
12/22/2022 11:51:04 AM Epoch 8 - iter 39/51 - 10% Avg loss 1.79710
12/22/2022 11:51:10 AM Epoch 8 - iter 44/51 - 10% Avg loss 1.76591
12/22/2022 11:51:15 AM Epoch 8 - iter 49/51 - 10% Avg loss 1.84385
12/22/2022 11:51:16 AM Epoch #8: Epoch Average Loss 1.77000 - Epoch Training Time: 0.92 min(s)
12/22/2022 11:51:16 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:52:16 AM Eval Devset: Epoch #8: Average Loss 2.74835 - BLEU-1: 0.61827 - BLEU-2: 0.41759 - BLEU-3: 0.28082 - BLEU-4: 0.19227 - ROUGE_L: 0.51074 - METEOR: 0.34528 - CIDEr: 0.33370 - SPICE: 0.00000 - Epoch Testing Time: 0.99 min(s)
12/22/2022 11:52:16 AM 
12/22/2022 11:52:16 AM Bad Epoch. Total num bad epoch: 1
12/22/2022 11:52:16 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:52:21 AM Epoch 9 - iter 4/51 - 10% Avg loss 1.59949
12/22/2022 11:52:26 AM Epoch 9 - iter 9/51 - 10% Avg loss 1.58997
12/22/2022 11:52:31 AM Epoch 9 - iter 14/51 - 10% Avg loss 1.59895
12/22/2022 11:52:35 AM Epoch 9 - iter 19/51 - 10% Avg loss 1.61531
12/22/2022 11:52:40 AM Epoch 9 - iter 24/51 - 10% Avg loss 1.63708
12/22/2022 11:52:45 AM Epoch 9 - iter 29/51 - 10% Avg loss 1.62953
12/22/2022 11:52:50 AM Epoch 9 - iter 34/51 - 10% Avg loss 1.64721
12/22/2022 11:52:55 AM Epoch 9 - iter 39/51 - 10% Avg loss 1.65613
12/22/2022 11:53:00 AM Epoch 9 - iter 44/51 - 10% Avg loss 1.64775
12/22/2022 11:53:05 AM Epoch 9 - iter 49/51 - 10% Avg loss 1.66112
12/22/2022 11:53:05 AM Epoch #9: Epoch Average Loss 1.62764 - Epoch Training Time: 0.83 min(s)
12/22/2022 11:53:06 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:54:05 AM Eval Devset: Epoch #9: Average Loss 2.76295 - BLEU-1: 0.62566 - BLEU-2: 0.42775 - BLEU-3: 0.29243 - BLEU-4: 0.20419 - ROUGE_L: 0.51839 - METEOR: 0.34943 - CIDEr: 0.36939 - SPICE: 0.00000 - Epoch Testing Time: 0.99 min(s)
12/22/2022 11:54:05 AM 
12/22/2022 11:54:05 AM Bad Epoch. Total num bad epoch: 2
12/22/2022 11:54:05 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:54:11 AM Epoch 10 - iter 4/51 - 10% Avg loss 1.47015
12/22/2022 11:54:16 AM Epoch 10 - iter 9/51 - 10% Avg loss 1.45811
12/22/2022 11:54:21 AM Epoch 10 - iter 14/51 - 10% Avg loss 1.44385
12/22/2022 11:54:27 AM Epoch 10 - iter 19/51 - 10% Avg loss 1.46281
12/22/2022 11:54:33 AM Epoch 10 - iter 24/51 - 10% Avg loss 1.48249
12/22/2022 11:54:39 AM Epoch 10 - iter 29/51 - 10% Avg loss 1.48809
12/22/2022 11:54:44 AM Epoch 10 - iter 34/51 - 10% Avg loss 1.51253
12/22/2022 11:54:50 AM Epoch 10 - iter 39/51 - 10% Avg loss 1.49966
12/22/2022 11:54:56 AM Epoch 10 - iter 44/51 - 10% Avg loss 1.52002
12/22/2022 11:55:01 AM Epoch 10 - iter 49/51 - 10% Avg loss 1.52609
12/22/2022 11:55:02 AM Epoch #10: Epoch Average Loss 1.48694 - Epoch Training Time: 0.95 min(s)
12/22/2022 11:55:02 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:56:01 AM Eval Devset: Epoch #10: Average Loss 2.77923 - BLEU-1: 0.63727 - BLEU-2: 0.44121 - BLEU-3: 0.30544 - BLEU-4: 0.21301 - ROUGE_L: 0.51942 - METEOR: 0.35189 - CIDEr: 0.37408 - SPICE: 0.00000 - Epoch Testing Time: 0.98 min(s)
12/22/2022 11:56:01 AM Saving new best-model with accuracy: 0.2130
12/22/2022 11:56:02 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:56:07 AM Epoch 11 - iter 4/51 - 10% Avg loss 1.30003
12/22/2022 11:56:12 AM Epoch 11 - iter 9/51 - 10% Avg loss 1.30791
12/22/2022 11:56:17 AM Epoch 11 - iter 14/51 - 10% Avg loss 1.33935
12/22/2022 11:56:22 AM Epoch 11 - iter 19/51 - 10% Avg loss 1.35081
12/22/2022 11:56:27 AM Epoch 11 - iter 24/51 - 10% Avg loss 1.36227
12/22/2022 11:56:33 AM Epoch 11 - iter 29/51 - 10% Avg loss 1.37215
12/22/2022 11:56:38 AM Epoch 11 - iter 34/51 - 10% Avg loss 1.37143
12/22/2022 11:56:43 AM Epoch 11 - iter 39/51 - 10% Avg loss 1.38947
12/22/2022 11:56:48 AM Epoch 11 - iter 44/51 - 10% Avg loss 1.38593
12/22/2022 11:56:53 AM Epoch 11 - iter 49/51 - 10% Avg loss 1.37544
12/22/2022 11:56:54 AM Epoch #11: Epoch Average Loss 1.35670 - Epoch Training Time: 0.87 min(s)
12/22/2022 11:56:54 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:57:54 AM Eval Devset: Epoch #11: Average Loss 2.81384 - BLEU-1: 0.62903 - BLEU-2: 0.43047 - BLEU-3: 0.29466 - BLEU-4: 0.20435 - ROUGE_L: 0.52122 - METEOR: 0.35163 - CIDEr: 0.38124 - SPICE: 0.00000 - Epoch Testing Time: 1.0 min(s)
12/22/2022 11:57:54 AM 
12/22/2022 11:57:54 AM Bad Epoch. Total num bad epoch: 1
12/22/2022 11:57:54 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:57:59 AM Epoch 12 - iter 4/51 - 10% Avg loss 1.19345
12/22/2022 11:58:04 AM Epoch 12 - iter 9/51 - 10% Avg loss 1.19481
12/22/2022 11:58:09 AM Epoch 12 - iter 14/51 - 10% Avg loss 1.21430
12/22/2022 11:58:14 AM Epoch 12 - iter 19/51 - 10% Avg loss 1.21779
12/22/2022 11:58:19 AM Epoch 12 - iter 24/51 - 10% Avg loss 1.21803
12/22/2022 11:58:24 AM Epoch 12 - iter 29/51 - 10% Avg loss 1.22625
12/22/2022 11:58:29 AM Epoch 12 - iter 34/51 - 10% Avg loss 1.24275
12/22/2022 11:58:34 AM Epoch 12 - iter 39/51 - 10% Avg loss 1.26948
12/22/2022 11:58:39 AM Epoch 12 - iter 44/51 - 10% Avg loss 1.27690
12/22/2022 11:58:43 AM Epoch 12 - iter 49/51 - 10% Avg loss 1.28319
12/22/2022 11:58:44 AM Epoch #12: Epoch Average Loss 1.23454 - Epoch Training Time: 0.84 min(s)
12/22/2022 11:58:44 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:59:43 AM Eval Devset: Epoch #12: Average Loss 2.84914 - BLEU-1: 0.62354 - BLEU-2: 0.43053 - BLEU-3: 0.29631 - BLEU-4: 0.20809 - ROUGE_L: 0.51643 - METEOR: 0.35062 - CIDEr: 0.37663 - SPICE: 0.00000 - Epoch Testing Time: 0.98 min(s)
12/22/2022 11:59:43 AM 
12/22/2022 11:59:43 AM Bad Epoch. Total num bad epoch: 2
12/22/2022 11:59:43 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:59:48 AM Epoch 13 - iter 4/51 - 10% Avg loss 1.07931
12/22/2022 11:59:53 AM Epoch 13 - iter 9/51 - 10% Avg loss 1.07296
12/22/2022 11:59:58 AM Epoch 13 - iter 14/51 - 10% Avg loss 1.09799
12/22/2022 12:00:03 PM Epoch 13 - iter 19/51 - 10% Avg loss 1.11985
12/22/2022 12:00:08 PM Epoch 13 - iter 24/51 - 10% Avg loss 1.12786
12/22/2022 12:00:12 PM Epoch 13 - iter 29/51 - 10% Avg loss 1.11289
12/22/2022 12:00:17 PM Epoch 13 - iter 34/51 - 10% Avg loss 1.12983
12/22/2022 12:00:22 PM Epoch 13 - iter 39/51 - 10% Avg loss 1.13758
12/22/2022 12:00:27 PM Epoch 13 - iter 44/51 - 10% Avg loss 1.15013
12/22/2022 12:00:32 PM Epoch 13 - iter 49/51 - 10% Avg loss 1.15022
12/22/2022 12:00:33 PM Epoch #13: Epoch Average Loss 1.12015 - Epoch Training Time: 0.83 min(s)
12/22/2022 12:00:33 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:01:31 PM Eval Devset: Epoch #13: Average Loss 2.89626 - BLEU-1: 0.62992 - BLEU-2: 0.42825 - BLEU-3: 0.28801 - BLEU-4: 0.19678 - ROUGE_L: 0.51570 - METEOR: 0.34964 - CIDEr: 0.36943 - SPICE: 0.00000 - Epoch Testing Time: 0.97 min(s)
12/22/2022 12:01:31 PM 
12/22/2022 12:01:31 PM Bad Epoch. Total num bad epoch: 3
12/22/2022 12:01:31 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:01:36 PM Epoch 14 - iter 4/51 - 10% Avg loss 0.97636
12/22/2022 12:01:41 PM Epoch 14 - iter 9/51 - 10% Avg loss 0.98318
12/22/2022 12:01:46 PM Epoch 14 - iter 14/51 - 10% Avg loss 0.97424
12/22/2022 12:01:51 PM Epoch 14 - iter 19/51 - 10% Avg loss 0.98957
12/22/2022 12:01:56 PM Epoch 14 - iter 24/51 - 10% Avg loss 0.99009
12/22/2022 12:02:01 PM Epoch 14 - iter 29/51 - 10% Avg loss 1.01473
12/22/2022 12:02:06 PM Epoch 14 - iter 34/51 - 10% Avg loss 1.03447
12/22/2022 12:02:11 PM Epoch 14 - iter 39/51 - 10% Avg loss 1.04072
12/22/2022 12:02:16 PM Epoch 14 - iter 44/51 - 10% Avg loss 1.04266
12/22/2022 12:02:21 PM Epoch 14 - iter 49/51 - 10% Avg loss 1.04952
12/22/2022 12:02:22 PM Epoch #14: Epoch Average Loss 1.00983 - Epoch Training Time: 0.84 min(s)
12/22/2022 12:02:22 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:03:24 PM Eval Devset: Epoch #14: Average Loss 2.93687 - BLEU-1: 0.62402 - BLEU-2: 0.42403 - BLEU-3: 0.28628 - BLEU-4: 0.19799 - ROUGE_L: 0.51537 - METEOR: 0.35176 - CIDEr: 0.36314 - SPICE: 0.00000 - Epoch Testing Time: 1.0 min(s)
12/22/2022 12:03:24 PM 
12/22/2022 12:03:24 PM Bad Epoch. Total num bad epoch: 4
12/22/2022 12:03:24 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:03:30 PM Epoch 15 - iter 4/51 - 10% Avg loss 0.86506
12/22/2022 12:03:35 PM Epoch 15 - iter 9/51 - 10% Avg loss 0.86981
12/22/2022 12:03:40 PM Epoch 15 - iter 14/51 - 10% Avg loss 0.90528
12/22/2022 12:03:45 PM Epoch 15 - iter 19/51 - 10% Avg loss 0.89155
12/22/2022 12:03:50 PM Epoch 15 - iter 24/51 - 10% Avg loss 0.88890
12/22/2022 12:03:55 PM Epoch 15 - iter 29/51 - 10% Avg loss 0.92561
12/22/2022 12:04:00 PM Epoch 15 - iter 34/51 - 10% Avg loss 0.91968
12/22/2022 12:04:05 PM Epoch 15 - iter 39/51 - 10% Avg loss 0.93910
12/22/2022 12:04:10 PM Epoch 15 - iter 44/51 - 10% Avg loss 0.95177
12/22/2022 12:04:16 PM Epoch 15 - iter 49/51 - 10% Avg loss 0.95449
12/22/2022 12:04:16 PM Epoch #15: Epoch Average Loss 0.91252 - Epoch Training Time: 0.86 min(s)
12/22/2022 12:04:17 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:05:15 PM Eval Devset: Epoch #15: Average Loss 2.97608 - BLEU-1: 0.61969 - BLEU-2: 0.42143 - BLEU-3: 0.28506 - BLEU-4: 0.19690 - ROUGE_L: 0.51248 - METEOR: 0.34978 - CIDEr: 0.37265 - SPICE: 0.00000 - Epoch Testing Time: 0.97 min(s)
12/22/2022 12:05:15 PM 
12/22/2022 12:05:15 PM Bad Epoch. Total num bad epoch: 5
12/22/2022 12:05:15 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:05:19 PM Epoch 16 - iter 4/51 - 10% Avg loss 0.77378
12/22/2022 12:05:24 PM Epoch 16 - iter 9/51 - 10% Avg loss 0.79017
12/22/2022 12:05:29 PM Epoch 16 - iter 14/51 - 10% Avg loss 0.79182
12/22/2022 12:05:34 PM Epoch 16 - iter 19/51 - 10% Avg loss 0.79893
12/22/2022 12:05:39 PM Epoch 16 - iter 24/51 - 10% Avg loss 0.82164
12/22/2022 12:05:44 PM Epoch 16 - iter 29/51 - 10% Avg loss 0.82787
12/22/2022 12:05:49 PM Epoch 16 - iter 34/51 - 10% Avg loss 0.83501
12/22/2022 12:05:54 PM Epoch 16 - iter 39/51 - 10% Avg loss 0.83359
12/22/2022 12:05:59 PM Epoch 16 - iter 44/51 - 10% Avg loss 0.85483
12/22/2022 12:06:04 PM Epoch 16 - iter 49/51 - 10% Avg loss 0.85431
12/22/2022 12:06:04 PM Epoch #16: Epoch Average Loss 0.81987 - Epoch Training Time: 0.83 min(s)
12/22/2022 12:06:05 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:07:04 PM Eval Devset: Epoch #16: Average Loss 3.02437 - BLEU-1: 0.60217 - BLEU-2: 0.40569 - BLEU-3: 0.27448 - BLEU-4: 0.18929 - ROUGE_L: 0.50722 - METEOR: 0.34792 - CIDEr: 0.34966 - SPICE: 0.00000 - Epoch Testing Time: 0.99 min(s)
12/22/2022 12:07:04 PM 
12/22/2022 12:07:04 PM Bad Epoch. Total num bad epoch: 6
12/22/2022 12:07:04 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:07:09 PM Epoch 17 - iter 4/51 - 10% Avg loss 0.69687
12/22/2022 12:07:14 PM Epoch 17 - iter 9/51 - 10% Avg loss 0.70897
12/22/2022 12:07:19 PM Epoch 17 - iter 14/51 - 10% Avg loss 0.72191
12/22/2022 12:07:23 PM Epoch 17 - iter 19/51 - 10% Avg loss 0.72108
12/22/2022 12:07:28 PM Epoch 17 - iter 24/51 - 10% Avg loss 0.73498
12/22/2022 12:07:33 PM Epoch 17 - iter 29/51 - 10% Avg loss 0.74783
12/22/2022 12:07:38 PM Epoch 17 - iter 34/51 - 10% Avg loss 0.75827
12/22/2022 12:07:43 PM Epoch 17 - iter 39/51 - 10% Avg loss 0.75091
12/22/2022 12:07:48 PM Epoch 17 - iter 44/51 - 10% Avg loss 0.77819
12/22/2022 12:07:53 PM Epoch 17 - iter 49/51 - 10% Avg loss 0.77685
12/22/2022 12:07:54 PM Epoch #17: Epoch Average Loss 0.74022 - Epoch Training Time: 0.83 min(s)
12/22/2022 12:07:54 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:08:54 PM Eval Devset: Epoch #17: Average Loss 3.08563 - BLEU-1: 0.60076 - BLEU-2: 0.39826 - BLEU-3: 0.26181 - BLEU-4: 0.17624 - ROUGE_L: 0.50462 - METEOR: 0.34597 - CIDEr: 0.32965 - SPICE: 0.00000 - Epoch Testing Time: 1.0 min(s)
12/22/2022 12:08:54 PM 
12/22/2022 12:08:54 PM Bad Epoch. Total num bad epoch: 7
12/22/2022 12:08:54 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:09:00 PM Epoch 18 - iter 4/51 - 10% Avg loss 0.63907
